Strain	Stress
0.0	0.0
3.750000178115442e-05	0.3657808818023743
0.0003550048859324306	3.973246147130831
0.0006661077495664358	9.009002386381356
0.0009778558742254972	14.92036649156015
0.001283665187656879	21.26837749526681
0.001608711900189519	28.45213331751296
0.001916239969432354	35.55664059804815
0.002232001163065434	43.08492863840468
0.002546986332163215	50.77345889437738
0.002860950073227286	58.57130584811128
0.003175504738464952	66.485136713144
0.003489511786028743	74.46072100119088
0.003803803352639079	82.49888074363297
0.004116047639399767	90.52283686188372
0.004429873079061508	98.61134265743674
0.004744590260088444	106.7336325951603
0.005058535374701023	114.8337546374429
0.00537225604057312	122.9118704953758
0.005687725730240345	131.0016295518869
0.005999864544719458	138.9499048793799
