Strain	Stress
0.0	0.0
3.750000178115442e-05	0.3096821370409496
0.0004083984240423888	4.138528766916759
0.0006745493155904114	7.904557327725994
0.0009699355578050017	12.85406368881909
0.001290357788093388	18.83167579992493
0.001601881464011967	25.1305480501545
0.001914835418574512	31.83996855322994
0.002238806569948792	39.10144407357742
0.002544977935031056	46.19292928211724
0.002862566849216819	53.73197527074102
0.003175372956320643	61.29953754481984
0.00348764332011342	68.96296828540405
0.00380381871946156	76.80709041766266
0.004115884192287922	84.61184715157124
0.004429562948644161	92.50150082716303
0.004742318764328957	100.3963755137885
0.005057251080870628	108.3595617493587
0.005369729362428188	116.2590254598589
0.005682459101080894	124.1466465281017
0.005997593980282545	132.055698223968
