Strain	Stress
0.0	0.0
0.0001500000071246177	0.8399563549614663
0.0004312499950174242	3.067894435640591
0.0006843750015832484	5.172912531824253
0.001059375004842877	8.423152143385872
0.001392659032717347	11.42785509130848
0.001692930934950709	14.22972154261461
0.001998329302296042	17.17567888658438
0.002305947244167328	20.24274708619758
0.002616191282868385	23.4364306748803
0.002920351689681411	26.66807441569086
0.003228680696338415	30.04577622484804
0.00353716709651053	33.52568887952548
0.00384354405105114	37.07990050315856
0.004148353822529316	40.71197403011037
0.004460942465811968	44.53506487518993
0.004768201615661383	48.38823827344979
0.005074560176581144	52.32304779451284
0.005383067764341831	56.38203069345274
0.00569155253469944	60.5297622395985
0.005999613087624311	64.7563364968371
